92
0.762747 0.000000 -0.125347
0.747125 0.000000 -0.130894
0.731515 0.000000 -0.136403
0.715916 0.000000 -0.141877
0.724863 0.000000 -0.138296
0.733802 0.000000 -0.134763
0.742731 0.000000 -0.131272
0.751654 0.000000 -0.127830
0.754132 0.000000 -0.123223
0.756621 0.000000 -0.118476
0.759122 0.000000 -0.113582
0.761634 0.000000 -0.108542
0.746925 0.000000 -0.112787
0.732267 0.000000 -0.117414
0.717657 0.000000 -0.122466
0.731239 0.000000 -0.121492
0.744979 0.000000 -0.120549
0.758876 0.000000 -0.119630
0.772934 0.000000 -0.118735
0.771597 0.000000 -0.118004
0.770261 0.000000 -0.117253
0.768927 0.000000 -0.116479
0.767591 0.000000 -0.115689
0.763724 0.000000 -0.119518
0.759851 0.000000 -0.123327
0.755976 0.000000 -0.127112
0.752097 0.000000 -0.130872
0.770796 0.000000 -0.122795
0.789633 0.000000 -0.114699
0.808606 0.000000 -0.106581
0.827718 0.000000 -0.098438
0.820401 0.000000 -0.108550
0.813073 0.000000 -0.118679
0.805737 0.000000 -0.128817
0.798390 0.000000 -0.138973
0.791443 0.000000 -0.139716
0.784578 0.000000 -0.140464
0.777793 0.000000 -0.141221
0.771088 0.000000 -0.141978
0.764461 0.000000 -0.142746
0.757910 0.000000 -0.143512
0.767847 0.000000 -0.134446
0.777850 0.000000 -0.125333
0.787920 0.000000 -0.116183
0.798056 0.000000 -0.106992
0.808259 0.000000 -0.097764
0.789748 0.000000 -0.097565
0.771162 0.000000 -0.097383
0.752501 0.000000 -0.097213
0.733766 0.000000 -0.097061
0.731303 0.000000 -0.099959
0.728849 0.000000 -0.102893
0.726403 0.000000 -0.105872
0.723964 0.000000 -0.108893
0.721533 0.000000 -0.111955
0.719109 0.000000 -0.115067
0.716695 0.000000 -0.118219
0.714286 0.000000 -0.121420
0.711888 0.000000 -0.124660
0.709496 0.000000 -0.127948
0.716457 0.000000 -0.125605
0.723437 0.000000 -0.123320
0.730438 0.000000 -0.121087
0.737457 0.000000 -0.118908
0.744497 0.000000 -0.116775
0.751556 0.000000 -0.114697
0.758634 0.000000 -0.112665
0.765731 0.000000 -0.110684
0.772847 0.000000 -0.108750
0.779983 0.000000 -0.106862
0.780624 0.000000 -0.107470
0.781265 0.000000 -0.108073
0.781904 0.000000 -0.108679
0.782540 0.000000 -0.109279
0.783179 0.000000 -0.109878
0.783813 0.000000 -0.110480
0.784448 0.000000 -0.111076
0.785081 0.000000 -0.111672
0.785714 0.000000 -0.112265
0.786346 0.000000 -0.112856
0.786977 0.000000 -0.113448
0.787605 0.000000 -0.114036
0.788233 0.000000 -0.114625
0.788861 0.000000 -0.115210
0.789487 0.000000 -0.115797
0.790113 0.000000 -0.116378
0.787987 0.000000 -0.121027
0.785896 0.000000 -0.125675
0.783843 0.000000 -0.130325
0.781826 0.000000 -0.134976
0.779842 0.000000 -0.139625
0.777894 0.000000 -0.144273
