82
0.734105 0.000000 -0.221747
0.730396 0.000000 -0.220185
0.726746 0.000000 -0.218643
0.723153 0.000000 -0.217117
0.719619 0.000000 -0.215620
0.736938 0.000000 -0.230723
0.754095 0.000000 -0.245073
0.771090 0.000000 -0.258727
0.775934 0.000000 -0.262209
0.780736 0.000000 -0.265563
0.785499 0.000000 -0.268800
0.790225 0.000000 -0.271937
0.784383 0.002198 -0.270706
0.778561 0.004388 -0.269451
0.772759 0.006571 -0.268168
0.766976 0.008746 -0.266865
0.759368 0.006545 -0.264256
0.751797 0.004354 -0.261623
0.744257 0.002172 -0.258958
0.736752 0.000000 -0.256269
0.744685 0.000000 -0.256311
0.752673 0.000000 -0.256317
0.760714 0.000000 -0.256280
0.768809 0.000000 -0.256217
0.764417 0.002939 -0.260138
0.760008 0.005888 -0.264137
0.755579 0.008849 -0.268226
0.758629 0.006652 -0.265495
0.761693 0.004445 -0.262736
0.764767 0.002227 -0.259952
0.767857 0.000000 -0.257148
0.764224 0.000000 -0.247658
0.760546 0.000000 -0.238189
0.756827 0.000000 -0.228749
0.753068 0.000000 -0.219328
0.753163 0.000000 -0.231807
0.753232 0.000000 -0.244224
0.753273 0.000000 -0.256568
0.753287 0.000000 -0.268842
0.755191 0.000000 -0.266228
0.757089 0.000000 -0.263592
0.758978 0.000000 -0.260928
0.760862 0.000000 -0.258243
0.759081 0.000000 -0.254257
0.757292 0.000000 -0.250272
0.755497 0.000000 -0.246299
0.753694 0.000000 -0.242325
0.756607 0.000000 -0.249770
0.759528 0.000000 -0.257090
0.762457 0.000000 -0.264299
0.765396 0.000000 -0.271397
0.761800 0.000000 -0.269439
0.758194 0.000000 -0.267463
0.754580 0.000000 -0.265480
0.750959 0.000000 -0.263479
0.752959 0.000000 -0.256354
0.754969 0.000000 -0.249205
0.756990 0.000000 -0.242035
0.759020 0.000000 -0.234845
0.758215 0.000000 -0.234526
0.757425 0.000000 -0.234160
0.756655 0.000000 -0.233743
0.760919 0.000000 -0.240759
0.765223 0.000000 -0.247869
0.769565 0.000000 -0.255076
0.754210 0.000000 -0.247056
0.739353 0.000000 -0.239181
0.749884 0.000000 -0.246464
0.760664 0.000000 -0.253572
0.771700 0.000000 -0.260508
0.759468 0.000000 -0.254705
0.747399 0.000000 -0.248946
0.735495 0.000000 -0.243225
0.733419 0.000000 -0.245365
0.731324 0.000000 -0.247584
0.729211 0.000000 -0.249892
0.727080 0.000000 -0.252296
0.724930 0.000000 -0.254797
0.725847 0.000000 -0.236692
0.726700 0.000000 -0.218878
0.727492 0.000000 -0.201344
0.728225 0.000000 -0.184093
