94
0.549871 0.000000 -0.183619
0.554794 0.006876 -0.206818
0.559699 0.013724 -0.229458
0.564582 0.020544 -0.251522
0.569447 0.027336 -0.273027
0.574291 0.034100 -0.293966
0.579117 0.040837 -0.314350
0.583921 0.047546 -0.334188
0.588708 0.054228 -0.353478
0.593475 0.060883 -0.372241
0.598223 0.067511 -0.390479
0.602951 0.074112 -0.408214
0.607661 0.080687 -0.425446
0.612353 0.087236 -0.442192
0.617023 0.093756 -0.458466
0.621678 0.100253 -0.474278
0.626313 0.106722 -0.489638
0.632277 0.109993 -0.497645
0.638252 0.113277 -0.505533
0.644239 0.116576 -0.513308
0.650239 0.119888 -0.520967
0.656250 0.123214 -0.528509
0.662271 0.126555 -0.535940
0.668304 0.129910 -0.543260
0.667826 0.131102 -0.541394
0.667347 0.132289 -0.539543
0.666870 0.133472 -0.537695
0.666392 0.134652 -0.535860
0.665917 0.135827 -0.534025
0.665440 0.136998 -0.532202
0.666220 0.136959 -0.531983
0.666999 0.136920 -0.531766
0.667779 0.136880 -0.531547
0.668559 0.136840 -0.531331
0.669340 0.136802 -0.531118
0.670121 0.136762 -0.530904
0.670903 0.136722 -0.530689
0.671685 0.136683 -0.530475
0.672469 0.136643 -0.530265
0.673252 0.136603 -0.530053
0.674036 0.136564 -0.529845
0.674820 0.136525 -0.529638
0.675603 0.136484 -0.529428
0.676388 0.136445 -0.529222
0.677175 0.136406 -0.529015
0.677960 0.136365 -0.528805
0.678748 0.136326 -0.528603
0.679535 0.136286 -0.528400
0.680322 0.136247 -0.528194
0.681110 0.136207 -0.527995
0.681898 0.136167 -0.527793
0.682688 0.136128 -0.527593
0.683477 0.136089 -0.527393
0.684267 0.136048 -0.527193
0.685058 0.136008 -0.526995
0.685849 0.135970 -0.526800
0.686641 0.135930 -0.526601
0.687433 0.135890 -0.526406
0.688226 0.135850 -0.526211
0.689018 0.135810 -0.526016
0.689811 0.135771 -0.525828
0.690605 0.135731 -0.525634
0.691400 0.135691 -0.525439
0.692195 0.135651 -0.525251
0.692991 0.135611 -0.525057
0.693786 0.135571 -0.524872
0.694583 0.135532 -0.524682
0.695380 0.135492 -0.524492
0.696178 0.135452 -0.524307
0.696975 0.135413 -0.524123
0.697774 0.135372 -0.523934
0.698573 0.135332 -0.523750
0.699373 0.135292 -0.523564
0.700174 0.135252 -0.523379
0.700974 0.135212 -0.523197
0.701774 0.135172 -0.523016
0.702576 0.135132 -0.522836
0.703377 0.135092 -0.522653
0.704181 0.135052 -0.522477
0.704982 0.135012 -0.522297
0.705787 0.134972 -0.522117
0.706591 0.134932 -0.521939
0.707396 0.134892 -0.521764
0.708201 0.134851 -0.521588
0.709006 0.134811 -0.521412
0.709811 0.134771 -0.521237
0.710619 0.134731 -0.521062
0.711426 0.134692 -0.520891
0.712234 0.134651 -0.520717
0.713041 0.134611 -0.520547
0.713850 0.134571 -0.520375
0.714659 0.134530 -0.520203
0.715468 0.134490 -0.520033
0.716278 0.134451 -0.519868
