97
0.526701 0.000000 -0.151223
0.518925 0.000000 -0.149465
0.511123 0.000000 -0.147630
0.503296 0.000000 -0.145712
0.495445 0.000000 -0.143708
0.499746 0.000000 -0.142143
0.504076 0.000000 -0.140564
0.508437 0.000000 -0.138965
0.512827 0.000000 -0.137344
0.517246 0.000000 -0.135715
0.521696 0.000000 -0.134073
0.526177 0.000000 -0.132407
0.537329 0.008810 -0.188356
0.548405 0.017559 -0.240769
0.559406 0.026250 -0.289725
0.570333 0.034883 -0.335363
0.581183 0.043456 -0.377833
0.580498 0.043708 -0.379124
0.579817 0.043958 -0.380409
0.579138 0.044207 -0.381689
0.578464 0.044453 -0.382964
0.577791 0.044699 -0.384229
0.577124 0.044941 -0.385483
0.576459 0.045183 -0.386737
0.575798 0.045423 -0.387986
0.575141 0.045661 -0.389225
0.574487 0.045898 -0.390459
0.573838 0.046133 -0.391686
0.573191 0.046366 -0.392907
0.577497 0.047188 -0.399987
0.581809 0.048012 -0.407036
0.586126 0.048834 -0.414050
0.590446 0.049658 -0.421032
0.594771 0.050482 -0.427980
0.599101 0.051306 -0.434893
0.603434 0.052131 -0.441769
0.607773 0.052955 -0.448608
0.609034 0.052789 -0.447605
0.610286 0.052623 -0.446580
0.611529 0.052459 -0.445526
0.612763 0.052296 -0.444450
0.613987 0.052133 -0.443343
0.615201 0.051970 -0.442214
0.612337 0.052077 -0.439226
0.609460 0.052183 -0.436277
0.606572 0.052290 -0.433366
0.603670 0.052398 -0.430496
0.600760 0.052506 -0.427664
0.597835 0.052613 -0.424869
0.599849 0.052203 -0.426440
0.601867 0.051792 -0.428014
0.603887 0.051381 -0.429594
0.605909 0.050968 -0.431174
0.607935 0.050555 -0.432758
0.609962 0.050141 -0.434341
0.611991 0.049725 -0.435933
0.612875 0.050506 -0.434498
0.613722 0.051307 -0.433068
0.614535 0.052133 -0.431641
0.615308 0.052981 -0.430214
0.616045 0.053855 -0.428791
0.616738 0.054751 -0.427372
0.612504 0.054171 -0.424748
0.608298 0.053596 -0.422075
0.604124 0.053025 -0.419342
0.599977 0.052461 -0.416557
0.595858 0.051901 -0.413715
0.591768 0.051345 -0.410819
0.587707 0.050795 -0.407868
0.583672 0.050251 -0.404865
0.583248 0.051676 -0.409406
0.582821 0.053104 -0.413907
0.582390 0.054533 -0.418377
0.581956 0.055963 -0.422804
0.581517 0.057396 -0.427202
0.581076 0.058828 -0.431559
0.576951 0.056115 -0.423490
0.572857 0.053423 -0.415120
0.568799 0.050754 -0.406438
0.564773 0.048109 -0.397431
0.560781 0.045484 -0.388079
0.580403 0.047860 -0.369156
0.600711 0.050324 -0.351916
0.595020 0.048672 -0.348098
0.589341 0.047022 -0.344215
0.583676 0.045375 -0.340259
0.578021 0.043730 -0.336232
0.577155 0.044188 -0.337477
0.576289 0.044646 -0.338727
0.575428 0.045101 -0.339972
0.574568 0.045555 -0.341219
0.573711 0.046007 -0.342466
0.572856 0.046458 -0.343709
0.576798 0.045942 -0.347094
0.580778 0.045421 -0.350479
0.584796 0.044893 -0.353868
0.588854 0.044360 -0.357261
