Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
1056.90881792 637.078495384 1015.31864314 634.959250809 1078.36616924 568.203046699 993.861291815 570.057385702 1008.43109827 562.64002969 1009.49072056 572.176630277 1068.29975751 563.699651977 1068.56466308 572.971346992 1052.67032877 643.70113468 1021.67637686 643.171323536 1036.51108889 648.999246117 1054.2597622 600.521526466 1023.26581029 598.402281891 1074.39258566 547.540412094 1003.66279797 550.189467812 1075.71711352 606.084543475 1002.07336454 604.230204472 1036.24618331 635.224156381 1036.24618331 638.403023243
1056.98708193 636.811005611 1015.36472557 634.837015418 1079.12503713 568.785500182 994.212255776 569.712669684 1008.62922867 562.570032208 1009.02696445 572.225120978 1068.54466597 563.760220173 1068.54504339 573.150780792 1052.27712829 643.383570792 1021.59148545 643.514891313 1037.19751404 649.598661344 1053.73222183 600.265482316 1023.17865435 598.9417093 1073.61284908 547.756078377 1003.1971855 550.401359879 1075.43174934 606.061278867 999.698440621 604.118145025 1036.39296177 635.159375384 1036.39296177 639.085526798
1057.06534595 636.543515839 1015.410808 634.714780027 1079.88390503 569.367953666 994.563219737 569.367953666 1008.82735907 562.500034726 1008.56320835 572.273611679 1068.78957443 563.820788368 1068.5254237 573.330214592 1051.88392781 643.066006903 1021.50659404 643.858459089 1037.8839392 650.198076572 1053.20468145 600.009438166 1023.09149841 599.481136709 1072.83311251 547.971744661 1002.73157303 550.613251946 1075.14638516 606.038014258 997.323516698 604.006085578 1036.53974023 635.094594388 1036.53974023 639.768030353
1057.00680059 636.694560932 1014.71728493 634.750005185 1079.57644841 569.282279067 994.678404288 569.625675014 1009.02178884 563.272849995 1008.88971348 572.108691862 1068.41608013 563.853981598 1068.28400477 573.759633915 1052.33992932 643.712920745 1021.0521352 643.171333601 1038.30633574 649.857941982 1052.9097711 599.39138623 1023.06073878 598.863084773 1074.09262759 548.064867763 1002.97512378 550.401585746 1075.22581858 604.552485078 997.707739427 603.434924304 1036.51757722 634.828222416 1036.61917366 639.196869079
1056.94825524 636.845606025 1014.02376187 634.785230343 1079.2689918 569.196604469 994.793588838 569.883396363 1009.21621861 564.045665264 1009.21621861 571.943772045 1068.04258584 563.887174827 1068.04258584 574.189053237 1052.79593083 644.359834587 1020.59767636 642.484208113 1038.72873228 649.517807391 1052.61486074 598.773334294 1023.02997915 598.245032837 1075.35214267 548.157990866 1003.21867452 550.189919546 1075.30525201 603.066955898 998.091962156 602.86376303 1036.49541422 634.561850444 1036.69860708 638.625707805
1056.90128904 636.697241907 1014.49188959 634.636866225 1079.56542154 569.391636298 994.574924665 570.078428192 1009.31148742 563.642294097 1009.31148742 571.95999415 1068.39082977 563.664645312 1067.8828476 574.098599086 1052.87424085 644.28165016 1021.144893 642.640476995 1038.57258899 649.283320758 1052.28900932 599.29661278 1022.8362031 599.164537415 1075.59523129 548.152967894 1003.25857026 550.489685877 1075.59835733 603.845788491 997.369103135 603.347965964 1036.77835989 634.649827285 1036.87995633 639.059112522
1056.85432284 636.54887779 1014.96001731 634.488502108 1079.86185129 569.586668127 994.356260491 570.273460021 1009.40675623 563.23892293 1009.40675623 571.976216255 1068.73907369 563.442115798 1067.72310935 574.008144936 1052.95255087 644.203465733 1021.69210963 642.796745877 1038.41644569 649.048834125 1051.9631579 599.819891265 1022.64242705 600.084041993 1075.8383199 548.147944923 1003.29846601 550.789452207 1075.89146265 604.624621083 996.646244114 603.832168898 1037.06130557 634.737804127 1037.06130557 639.492517239
1056.48725107 636.613744594 1015.62719723 634.567592413 1079.64412627 569.311186878 993.814442849 570.162564995 1009.0610197 563.191017693 1008.95942327 572.334696754 1068.39333717 563.495806995 1067.78375857 573.655450397 1052.64276385 644.087569036 1022.32013585 643.227906902 1037.87220537 648.620333015 1052.50064689 599.894107873 1022.93145564 599.064323507 1074.36843359 548.270760703 1003.37213335 550.503893792 1074.67221017 603.926965889 997.672272824 602.870362976 1037.16280673 634.56845039 1037.03073136 639.455238866
1056.12017929 636.678611399 1016.29437716 634.646682718 1079.42640125 569.035705629 993.272625206 570.051669969 1008.71528318 563.143112455 1008.51209031 572.693177253 1068.04760064 563.549498192 1067.84440778 573.302755857 1052.33297683 643.971672339 1022.94816207 643.659067927 1037.32796504 648.191831906 1053.03813587 599.968324481 1023.22048423 598.044605021 1072.89854729 548.393576484 1003.4458007 550.218335376 1073.45295769 603.229310695 998.698301534 601.908557053 1037.26430789 634.399096653 1037.00015716 639.417960493
1060.76042871 633.494177411 1010.73434459 631.025384064 1079.61672686 569.000761096 992.954968641 570.016725436 1007.78804801 563.514553658 1008.19443374 572.455039852 1067.83154051 563.819342961 1067.42515478 572.353443418 1054.6599536 643.074721139 1020.66422375 643.699929964 1037.04168915 649.098367701 1053.64675843 598.860561957 1022.07611743 597.289123623 1072.89335713 548.61892629 1002.5066355 550.455833286 1078.3824594 602.309631233 995.794718184 600.633290072 1037.63212971 632.321217842 1037.29686148 640.82483937
1065.40067812 630.309743423 1005.17431203 627.404085411 1079.80705246 568.965816562 992.637312075 569.981780903 1006.86081284 563.885994862 1007.87677718 572.216902451 1067.61548038 564.08918773 1067.00590178 571.404130979 1056.98693036 642.177769939 1018.38028543 643.740792001 1036.75541326 650.004903495 1054.25538098 597.752799433 1020.93175062 596.533642225 1072.88816698 548.844276096 1001.5674703 550.693331195 1083.31196111 601.389951771 992.891134835 599.35802309 1037.99995154 630.243339032 1037.5935658 642.231718247
1066.45594123 629.721471401 1004.06353917 627.410152527 1081.21383924 569.00236261 992.129006067 569.682042753 1007.48225918 564.230378104 1007.99024135 571.658093395 1067.90673831 563.988578591 1067.60194901 571.251707659 1057.78492004 643.55359144 1017.53444481 645.021894365 1037.71067903 652.446399449 1054.19621538 597.250559752 1020.8929043 596.640981148 1073.15410996 548.362355702 1001.96548865 551.003862986 1084.30939842 600.389889563 992.080155616 598.713548402 1038.33701202 629.710620421 1037.42264412 644.543699788
1067.51120434 629.133199379 1002.95276631 627.416219644 1082.62062601 569.038908657 991.620700059 569.382304604 1008.10370551 564.574761346 1008.10370551 571.099284338 1068.19799624 563.887969452 1068.19799624 571.099284338 1058.58290972 644.92941294 1016.68860419 646.302996728 1038.6659448 654.887895403 1054.13704977 596.748320071 1020.85405798 596.748320071 1073.42005295 547.880435308 1002.36350699 551.314394777 1085.30683573 599.389827356 991.269176397 598.069073713 1038.67407251 629.17790181 1037.25172243 646.855681329
1067.74353263 629.70420886 1002.70962328 627.789116078 1081.50578558 568.75142827 992.420952411 569.4514277 1007.79452481 564.538224151 1007.79452481 571.102369753 1067.82277785 564.194828204 1067.95485321 570.970294389 1058.39259684 644.998536037 1015.65300898 646.213629388 1038.26431133 655.128716473 1054.27059506 596.399803673 1020.98760328 596.267728308 1073.28944751 548.324371094 1001.7046001 550.833803015 1086.36490857 598.5130095 990.874420232 597.588481951 1038.2691567 629.520241163 1037.25319236 646.791634946
1067.97586092 630.27521834 1002.46648026 628.162012512 1080.39094515 568.463947883 993.221204764 569.520550796 1007.4853441 564.501686956 1007.4853441 571.105455167 1067.44755946 564.501686956 1067.71171019 570.841304439 1058.20228396 645.067659133 1014.61741377 646.124262047 1037.86267787 655.369537543 1054.40414035 596.051287274 1021.12114857 595.787136546 1073.15884207 548.768306881 1001.04569321 550.353211252 1087.42298141 597.636191645 990.479664067 597.107890188 1037.86424089 629.862580516 1037.25466229 646.727588563
1067.0257259 629.927457769 1003.62955107 628.342553399 1081.02571451 568.908639497 991.742768291 570.229393139 1006.75872124 564.783824276 1006.14914263 571.692381789 1066.90381018 564.174245672 1067.10700305 571.285996053 1058.36345763 643.664858671 1015.89614821 645.899980219 1038.2473637 654.840466413 1055.11764347 597.688888425 1020.77804878 596.672924084 1073.13928785 548.656886345 1001.64906339 551.406602849 1087.10308648 599.075168761 989.570509825 598.668783025 1038.21175639 629.772922055 1037.74284977 646.340955911
1067.61960416 630.023650943 1002.95550584 628.88780281 1080.24600898 569.18973818 991.887590314 569.982190366 1007.03327409 565.271241871 1006.62688836 571.976606517 1066.56878443 564.661663267 1066.56878443 571.570220781 1058.57861565 644.521930984 1015.29853476 646.45226323 1038.56411815 654.986363688 1054.7520759 597.583488284 1020.75587715 597.075506114 1072.86289069 549.201468929 1002.26308984 551.778212995 1086.88440692 599.65021224 989.355894115 598.073435584 1038.05762963 630.108510555 1037.13638443 646.462332237
1068.21348242 630.119844116 1002.2814606 629.433052222 1079.46630345 569.470836864 992.032412337 569.734987592 1007.30782695 565.758659467 1007.10463408 572.260831244 1066.23375868 565.149080863 1066.03056581 571.854445508 1058.79377366 645.379003297 1014.7009213 647.004546241 1038.8808726 655.132260963 1054.38650833 597.478088144 1020.73370553 597.478088144 1072.58649352 549.746051513 1002.87711629 552.149823142 1086.66572735 600.22525572 989.141278406 597.478088144 1037.90350288 630.444099054 1036.52991909 646.583708563
1068.21160492 630.572869587 1002.2795831 629.370983772 1079.50404856 569.686126679 992.004119762 570.67669191 1007.12440443 565.785917728 1007.22600087 572.288089505 1066.55831833 565.481128426 1066.4567219 571.881703769 1059.00509237 645.056144616 1016.02980078 647.494459032 1038.1778234 655.52057732 1054.42550987 598.159194603 1020.42931112 597.895043874 1072.48630795 549.4833271 1002.58084959 552.412352292 1087.07453991 600.345549863 989.312355307 599.236116803 1037.34816528 630.934204217 1036.31797743 646.730417779
1068.20972742 631.025895057 1002.2777056 629.308915322 1079.54179367 569.901416494 991.975827187 571.618396228 1006.94098192 565.813175989 1007.34736765 572.315347766 1066.88287799 565.813175989 1066.88287799 571.90896203 1059.21641108 644.733285935 1017.35868026 647.984371824 1037.4747742 655.908893677 1054.46451141 598.840301062 1020.12491671 598.311999605 1072.38612237 549.220602687 1002.28458289 552.674881443 1087.48335246 600.465844006 989.483432208 600.994145463 1036.79282767 631.424309381 1036.10603578 646.877126995
1067.97380379 631.010960318 1002.61614048 629.324459514 1079.87006891 569.806559227 991.643725603 571.391463597 1006.99572829 566.025504658 1007.11034991 572.183811581 1067.0678762 565.817101716 1067.11997694 572.173391434 1058.85750166 645.162714361 1016.4579232 648.210607381 1037.65771243 656.270591147 1054.12479873 598.472465134 1020.32705168 598.187995119 1072.37829137 549.475891554 1002.34448286 552.862439355 1087.04881645 600.504393815 988.595098785 601.262980522 1036.99208909 631.483362832 1036.43002635 647.099516252
