27.941999 7.860817 6.952735 1.543649 6.846499 10.000000 0.000000 0.000000 0.000000 1.682524 -0.561352 1.554731 0.564127 8.354733 -0.369206 8.222333 0.596153 7.181218 7.837726 2.998921 8.407084 5.260052 9.014936 7.148889 3.383526 2.919782 3.441419 9.307164 -0.685142 1.321940 -0.839413 9.007244 3.361970 0.749500 3.760434 5.157205 7.671750 5.157205 7.671750
28.042999 7.822271 6.907036 1.536925 6.829088 10.000000 0.000000 0.000000 0.000000 1.702431 -0.545985 1.582794 0.544753 8.349291 -0.406732 8.251433 0.611236 7.117558 7.942755 2.990057 8.392817 5.221312 8.966384 7.134321 3.378139 2.875147 3.424199 9.298950 -0.730566 1.294232 -0.837641 9.066213 3.297140 0.635780 3.650501 5.125464 7.618312 5.127115 7.674102
28.107000 7.783791 6.861556 1.530198 6.811742 10.000000 0.000000 0.000000 0.000000 1.722302 -0.530705 1.610732 0.525404 8.343815 -0.444123 8.280457 0.626225 7.054257 8.047513 2.981190 8.378606 5.182623 8.918059 7.119796 3.372787 2.830639 3.407104 9.290709 -0.775824 1.266611 -0.835830 9.124898 3.232440 0.522290 3.541113 5.093767 7.565098 5.097142 7.676484
28.174999 7.745377 6.816271 1.523478 6.794455 10.000000 0.000000 0.000000 0.000000 1.742126 -0.515500 1.638557 0.506080 8.338303 -0.481377 8.309418 0.641126 6.991337 8.152000 2.972341 8.364452 5.144012 8.869940 7.105303 3.367470 2.786266 3.390121 9.282419 -0.820914 1.239107 -0.833991 9.183290 3.167877 0.409039 3.432253 5.062093 7.512107 5.067268 7.678892
28.243000 7.707017 6.771205 1.516736 6.777246 10.000000 0.000000 0.000000 0.000000 1.761895 -0.500375 1.666250 0.486783 8.332743 -0.518497 8.338286 0.655930 6.928768 8.256227 2.963506 8.350362 5.105459 8.822050 7.090861 3.362195 2.742012 3.373270 9.274104 -0.865840 1.211678 -0.832118 9.241378 3.103450 0.295996 3.323937 5.030458 7.459352 5.037506 7.681349
28.309999 7.840680 6.712677 1.379061 6.674464 10.000000 0.000000 0.000000 0.000000 1.773423 -0.484130 1.675704 0.481976 8.368853 -0.469564 8.396218 0.641056 7.071653 8.278168 2.817715 8.355484 5.087054 8.942409 7.147301 3.350032 2.698253 3.371336 9.283624 -0.819000 1.193682 -0.838889 9.411077 3.109435 0.249041 3.288568 5.032454 7.430281 5.036128 7.805233
28.375000 7.975957 6.654016 1.240320 6.570095 10.000000 0.000000 0.000000 0.000000 1.785022 -0.467672 1.685273 0.477152 8.405164 -0.419980 8.454823 0.626237 7.215967 8.300849 2.670389 8.360116 5.068023 9.063956 7.204378 3.337944 2.654063 3.369213 9.293074 -0.771628 1.175521 -0.845791 9.582542 3.116106 0.201734 3.252654 5.034572 7.400910 5.034288 7.930398
28.475000 8.112866 6.595244 1.100492 6.464119 10.000000 0.000000 0.000000 0.000000 1.796672 -0.451003 1.694961 0.472303 8.441669 -0.369749 8.514086 0.611484 7.361697 8.324311 2.521483 8.364259 5.048332 9.186718 7.262084 3.325943 2.609395 3.366910 9.302447 -0.723730 1.157195 -0.852843 9.755772 3.123477 0.154050 3.216186 5.036821 7.371238 5.031957 8.056885
28.509001 8.251451 6.536369 0.959594 6.356516 10.000000 0.000000 0.000000 0.000000 1.808386 -0.434110 1.704761 0.467451 8.478374 -0.318845 8.574051 0.596797 7.508897 8.348578 2.370993 8.367907 5.027981 9.310720 7.320465 3.314039 2.564278 3.364426 9.311752 -0.675281 1.138693 -0.860033 9.930816 3.131588 0.105998 3.179164 5.039211 7.341281 5.029135 8.184709
28.608999 8.391726 6.477379 0.817609 6.247225 10.000000 0.000000 0.000000 0.000000 1.820167 -0.416994 1.714702 0.462576 8.515279 -0.267261 8.634688 0.582174 7.657557 8.373643 2.218902 8.371003 5.006951 9.435932 7.379506 3.302218 2.518687 3.361736 9.320963 -0.626286 1.120041 -0.867369 10.107688 3.140425 0.057578 3.141561 5.041743 7.310996 5.025805 8.313856
28.674999 8.408130 6.429514 0.768935 6.210253 10.000000 0.000000 0.000000 0.000000 1.824497 -0.411895 1.739322 0.448465 8.516752 -0.276735 8.628610 0.531414 7.605238 8.371056 2.259944 8.373653 4.989913 9.412768 7.346021 3.255391 2.562038 3.318927 9.293022 -0.636443 1.127907 -0.859549 10.152268 3.072550 0.008351 3.097369 5.022429 7.274290 4.990884 8.280859
28.742001 8.424484 6.381984 0.720624 6.173462 10.000000 0.000000 0.000000 0.000000 1.828793 -0.406823 1.763807 0.434471 8.518236 -0.286142 8.622639 0.480983 7.553242 8.368434 2.300694 8.376329 4.972989 9.389737 7.312792 3.208841 2.605140 3.276443 9.265264 -0.646561 1.135725 -0.851775 10.196641 3.005169 -0.040519 3.053404 5.003273 7.237809 4.956206 8.248033
28.909000 8.440784 6.334773 0.672666 6.136862 10.000000 0.000000 0.000000 0.000000 1.833045 -0.401781 1.788150 0.420599 8.519712 -0.295483 8.616755 0.430869 7.501611 8.365768 2.341197 8.379038 4.956213 9.366837 7.279849 3.162548 2.648023 3.234288 9.237710 -0.656649 1.143470 -0.844039 10.240807 2.938271 -0.089007 3.009670 4.984293 7.201543 4.921813 8.215382
28.944000 8.457027 6.287891 0.625060 6.100451 10.000000 0.000000 0.000000 0.000000 1.837273 -0.396762 1.812350 0.406844 8.521198 -0.304769 8.610964 0.381074 7.450316 8.363063 2.381433 8.381774 4.939582 9.344066 7.247171 3.116524 2.690665 3.192454 9.210345 -0.666703 1.151157 -0.836344 10.284759 2.871861 -0.137142 2.966171 4.965475 7.165492 4.887680 8.182902
29.009001 8.473226 6.241336 0.577807 6.064212 10.000000 -0.000000 0.000000 0.000000 1.841459 -0.391779 1.836396 0.393197 8.522676 -0.313988 8.605266 0.331599 7.399337 8.360315 2.421386 8.384535 4.923063 9.321425 7.214752 3.070759 2.733074 3.150936 9.183160 -0.676717 1.158798 -0.828695 10.328487 2.805932 -0.184921 2.922894 4.946813 7.129653 4.853794 8.150598
29.042000 8.489365 6.195089 0.530894 6.028159 10.000000 0.000000 0.000000 0.000000 1.845622 -0.386815 1.860315 0.379673 8.524153 -0.323145 8.599659 0.282433 7.348709 8.357530 2.461098 8.387323 4.906686 9.298911 7.182596 3.025255 2.775269 3.109740 9.156169 -0.686702 1.166369 -0.821082 10.372020 2.740470 -0.232328 2.879849 4.928318 7.094024 4.820160 8.118462
29.075001 8.507201 6.167709 0.543461 6.015619 10.000000 0.000000 0.000000 0.000000 1.814399 -0.379679 1.816735 0.389423 8.476171 -0.320376 8.551190 0.319577 7.404858 8.308311 2.474650 8.425468 4.905707 9.253397 7.182478 3.018423 2.771918 3.121120 9.184033 -0.690238 1.170736 -0.820624 10.324895 2.711336 -0.239523 2.874927 4.957053 7.084270 4.865867 8.097011
29.108000 8.524797 6.140315 0.555917 6.003047 10.000000 0.000000 0.000000 0.000000 1.783356 -0.372382 1.773402 0.399396 8.428395 -0.317335 8.503124 0.356850 7.460480 8.258935 2.488388 8.463356 4.904481 9.208052 7.182331 3.011616 2.768668 3.132467 9.211761 -0.693929 1.175106 -0.820189 10.277780 2.682587 -0.246701 2.870067 4.985618 7.074362 4.911253 8.075356
