7.965015 6.442403 1.133746 6.123511 10.000000 0.000000 0.000000 0.000000 1.696421 -0.346392 1.548990 0.393338 8.485331 -0.360813 8.538421 0.373554 6.945065 7.071698 2.936346 7.245845 5.255798 7.685460 6.667974 2.965403 3.154306 2.892192 9.329236 -1.319846 1.131281 -1.468395 9.946792 3.011455 0.172700 2.704408 4.872078 7.093722 4.872078 7.093722
8.187881 6.224689 0.968098 5.967735 10.000000 0.000000 0.000000 0.000000 1.738394 -0.326547 1.637163 0.384329 8.441479 -0.342344 8.494669 0.353030 7.171809 7.050371 2.798073 7.286786 5.238348 7.902439 6.676166 2.894270 3.144915 2.807781 9.331208 -1.330323 1.187446 -1.405835 10.084877 2.951099 0.154300 2.672556 4.931507 6.849317 4.944222 7.291428
8.406437 6.009458 0.804413 5.815010 10.000000 0.000000 0.000000 0.000000 1.779801 -0.307171 1.723932 0.375115 8.398379 -0.323989 8.451509 0.332995 7.394942 7.028471 2.662105 7.327614 5.222009 8.116116 6.683949 2.824203 3.135334 2.724709 9.333109 -1.340644 1.242984 -1.344460 10.220578 2.891134 0.136068 2.641261 4.989066 6.608457 5.016031 7.485781
8.620811 5.796709 0.642657 5.665273 10.000000 0.000000 0.000000 0.000000 1.820640 -0.288257 1.809335 0.365708 8.356023 -0.305753 8.408935 0.313433 7.614576 7.006062 2.528373 7.368356 5.206755 8.326579 6.691345 2.755186 3.125585 2.642956 9.334942 -1.350816 1.297898 -1.284247 10.353971 2.831570 0.117987 2.610524 5.044804 6.371085 5.087477 7.676881
8.599860 5.800512 0.626180 5.656439 10.000000 -0.000000 0.000000 0.000000 1.820534 -0.281410 1.806222 0.361848 8.357048 -0.291486 8.406877 0.314261 7.586231 7.016922 2.481998 7.347726 5.188667 8.323926 6.686972 2.767503 3.117558 2.642149 9.311403 -1.338717 1.267322 -1.287374 10.333318 2.830414 0.084268 2.586368 5.018760 6.382063 5.063684 7.668894
8.578907 5.804323 0.609706 5.647600 10.000000 0.000000 0.000000 0.000000 1.820446 -0.274560 1.803125 0.357991 8.358079 -0.277215 8.404812 0.315092 7.557874 7.027784 2.435612 7.327097 5.170587 8.321272 6.682594 2.779827 3.109525 2.641342 9.287863 -1.326604 1.236753 -1.290491 10.312659 2.829264 0.050535 2.562216 4.992725 6.393047 5.039889 7.660904
8.557948 5.808138 0.593225 5.638769 10.000000 0.000000 0.000000 0.000000 1.820344 -0.267707 1.800008 0.354133 8.359113 -0.262940 8.402746 0.315921 7.529518 7.038664 2.389202 7.306479 5.152489 8.318625 6.678224 2.792153 3.101493 2.640539 9.264318 -1.314489 1.206160 -1.293605 10.291994 2.828118 0.016787 2.538065 4.966672 6.404039 5.016081 7.652919
8.536984 5.811964 0.576730 5.629936 10.000000 0.000000 0.000000 0.000000 1.820243 -0.260855 1.796891 0.350272 8.360150 -0.248662 8.400689 0.316752 7.501151 7.049554 2.342767 7.285861 5.134394 8.315980 6.673847 2.804486 3.093459 2.639737 9.240770 -1.302363 1.175566 -1.296716 10.271326 2.826978 -0.016975 2.513914 4.940617 6.415045 4.992265 7.644942
8.516016 5.815790 0.560237 5.621108 10.000000 -0.000000 0.000000 0.000000 1.820143 -0.254001 1.793771 0.346412 8.361190 -0.234382 8.398623 0.317583 7.472776 7.060447 2.296323 7.265252 5.116284 8.313341 6.669480 2.816820 3.085422 2.638937 9.217218 -1.290230 1.144954 -1.299818 10.250642 2.825841 -0.050761 2.489766 4.914555 6.426060 4.968441 7.636967
8.495044 5.819628 0.543728 5.612278 10.000000 0.000000 0.000000 0.000000 1.820045 -0.247145 1.790659 0.342553 8.362235 -0.220097 8.396556 0.318415 7.444407 7.071356 2.249862 7.244649 5.098179 8.310707 6.665107 2.829162 3.077375 2.638139 9.193665 -1.278087 1.114343 -1.302914 10.229962 2.824709 -0.084552 2.465617 4.888499 6.437083 4.944609 7.628993
