94.730003 8.053514 6.600848 2.703528 6.576836 10.000000 0.000000 0.000000 0.000000 1.751252 -0.639841 1.766768 0.210939 8.805569 -0.494933 8.881294 0.324351 7.087839 6.983203 3.807920 7.134202 5.608949 7.557282 7.440640 2.995006 3.365170 2.856563 9.519289 -1.359012 1.219187 -1.481201 9.905153 3.132430 0.603453 3.089298 5.565822 6.858983 5.565822 6.858983
94.763000 8.137914 6.469968 2.622221 6.529376 10.000000 0.000000 0.000000 0.000000 1.670914 -0.572272 1.692261 0.247098 8.776724 -0.481539 8.865986 0.297745 7.191477 6.908417 3.724761 7.083030 5.650741 7.477292 7.411152 2.986989 3.293820 2.895022 9.495768 -1.412148 1.157886 -1.440128 9.950212 3.089420 0.494715 3.105882 5.588041 6.835249 5.588041 6.835249
94.830002 8.221607 6.335589 2.538812 6.482453 10.000000 0.000000 0.000000 0.000000 1.590338 -0.502294 1.617110 0.285044 8.747627 -0.467462 8.850019 0.270947 7.295634 6.830753 3.639432 7.032353 5.691960 7.395330 7.381057 2.979316 3.221905 2.935270 9.471026 -1.465784 1.096224 -1.397394 9.995347 3.044982 0.384455 3.124489 5.610255 6.810778 5.610255 6.810778
94.863998 8.304502 6.197626 2.453276 6.436105 10.000000 0.000000 0.000000 0.000000 1.509574 -0.429864 1.541339 0.324839 8.718282 -0.452680 8.833342 0.243957 7.400242 6.750105 3.551862 6.982227 5.732512 7.311338 7.350344 2.972001 3.149472 2.977339 9.444995 -1.519899 1.034253 -1.352958 10.040489 2.999074 0.272672 3.145188 5.632447 6.785543 5.632447 6.785543
94.931999 8.386474 6.056029 2.365561 6.390417 10.000000 0.000000 0.000000 0.000000 1.428690 -0.354904 1.464990 0.366543 8.688697 -0.437169 8.815943 0.216810 7.505233 6.666407 3.462028 6.932732 5.772348 7.225294 7.319003 2.965084 3.076543 3.021308 9.417641 -1.574475 0.971987 -1.306763 10.085626 2.951668 0.159401 3.168083 5.654572 6.759522 5.654572 6.759522
94.997002 8.456008 6.042408 2.315168 6.343080 10.000000 0.000000 0.000000 0.000000 1.445670 -0.358896 1.487378 0.349930 8.702134 -0.437445 8.822842 0.230820 7.569586 6.682571 3.436668 6.967074 5.774092 7.315120 7.336514 2.919447 3.109721 2.969405 9.451006 -1.575546 0.994820 -1.345021 10.153734 2.934166 0.153628 3.150472 5.629289 6.728568 5.629206 6.818559
95.064003 8.525815 6.028922 2.264743 6.295483 10.000000 0.000000 0.000000 0.000000 1.462714 -0.362861 1.509871 0.333324 8.715635 -0.437695 8.829738 0.244887 7.634121 6.698957 3.411155 7.001476 5.775623 7.405239 7.354208 2.873709 3.143131 2.917432 9.484501 -1.576540 1.017831 -1.383336 10.222131 2.916769 0.147885 3.132801 5.604017 6.697466 5.603629 6.877727
95.096001 8.595884 6.015569 2.214272 6.247606 10.000000 0.000000 0.000000 0.000000 1.479822 -0.366795 1.532487 0.316721 8.729169 -0.437912 8.836619 0.259021 7.698826 6.715555 3.385483 7.035926 5.776940 7.495655 7.372082 2.827879 3.176785 2.865373 9.518094 -1.577453 1.041000 -1.421713 10.290785 2.899497 0.142165 3.115060 5.578739 6.666199 5.577818 6.937021
95.262001 8.666197 6.002345 2.163762 6.199449 10.000000 0.000000 0.000000 0.000000 1.496994 -0.370705 1.555215 0.300117 8.742746 -0.438096 8.843488 0.273211 7.763684 6.732366 3.359631 7.070409 5.778037 7.586355 7.390114 2.781938 3.210664 2.813227 9.551795 -1.578291 1.064338 -1.460166 10.359688 2.882338 0.136483 3.097241 5.553458 6.634770 5.551777 6.996434
95.330002 8.736757 5.989247 2.113206 6.151005 10.000000 0.000000 0.000000 0.000000 1.514239 -0.374572 1.578066 0.283521 8.756358 -0.438246 8.850334 0.287469 7.828699 6.749379 3.333614 7.104933 5.778906 7.677330 7.408314 2.735896 3.244796 2.761006 9.585596 -1.579038 1.087867 -1.498668 10.428852 2.865296 0.130827 3.079351 5.528174 6.603163 5.525493 7.055961
95.362999 8.807589 5.976293 2.062620 6.102288 10.000000 0.000000 0.000000 0.000000 1.531540 -0.378415 1.601023 0.266931 8.770021 -0.438362 8.857176 0.301784 7.893888 6.766625 3.307440 7.139515 5.779556 7.768615 7.426695 2.689761 3.279155 2.708704 9.619527 -1.579712 1.111546 -1.537237 10.498293 2.848374 0.125189 3.061397 5.502896 6.571404 5.498991 7.115623
